FW_TILED,1024,16,1.1309
FW_TILED,2048,16,8.9075
FW_TILED,4096,16,72.0155
FW_TILED,1024,32,0.7741
FW_TILED,2048,32,6.1690
FW_TILED,4096,32,50.9993
FW_TILED,1024,64,0.6377
FW_TILED,2048,64,5.0090
FW_TILED,4096,64,40.2505
FW_SR,1024,128,0.6763
FW_SR,2048,128,4.9012
FW_SR,4096,128,36.7983
FW_TILED,1024,256,0.7718
FW_TILED,2048,256,5.4206
FW_TILED,4096,256,42.9463
