FW_TILED,1024,128,0.6860
FW_TILED,2048,128,4.6110
FW_TILED,4096,128,35.1310
FW_TILED,1024,128,0.3974
FW_TILED,2048,128,2.6141
FW_TILED,4096,128,18.4680
FW_TILED,1024,128,0.3130
FW_TILED,2048,128,1.6938
FW_TILED,4096,128,10.2292
FW_TILED,1024,128,0.2733
FW_TILED,2048,128,1.1526
FW_TILED,4096,128,6.1399
FW_TILED,1024,128,0.2633
FW_TILED,2048,128,0.9104
FW_TILED,4096,128,4.1482
FW_TILED,1024,128,0.2732
FW_TILED,2048,128,0.9664
FW_TILED,4096,128,3.4096
FW_TILED,1024,128,0.2856
FW_TILED,2048,128,1.0666
FW_TILED,4096,128,3.8453
