FW_TILED,1024,16,1.1580
FW_TILED,2048,16,9.0042
FW_TILED,4096,16,72.7366
FW_TILED,1024,32,0.8253
FW_TILED,2048,32,6.3588
FW_TILED,4096,32,52.9544
FW_TILED,1024,64,0.6607
FW_TILED,2048,64,5.0848
FW_TILED,4096,64,40.3944
FW_TILED,1024,256,0.7689
FW_TILED,2048,256,5.4064
FW_TILED,4096,256,42.8402
FW_TILED,1024,16,0.6458
FW_TILED,2048,16,5.1189
FW_TILED,4096,16,38.8629
FW_TILED,1024,32,0.4951
FW_TILED,2048,32,3.3983
FW_TILED,4096,32,27.5473
FW_TILED,1024,64,0.3772
FW_TILED,2048,64,2.7476
FW_TILED,4096,64,21.4762
FW_TILED,1024,256,0.5416
FW_TILED,2048,256,3.1577
FW_TILED,4096,256,23.4806
FW_TILED,1024,16,0.3750
FW_TILED,2048,16,2.7018
FW_TILED,4096,16,20.2314
FW_TILED,1024,32,0.2599
FW_TILED,2048,32,1.9130
FW_TILED,4096,32,14.4511
FW_TILED,1024,64,0.2326
FW_TILED,2048,64,1.5747
FW_TILED,4096,64,11.5811
FW_TILED,1024,256,0.4541
FW_TILED,2048,256,2.1518
FW_TILED,4096,256,13.0663
FW_TILED,1024,16,0.2016
FW_TILED,2048,16,1.4113
FW_TILED,4096,16,10.4703
FW_TILED,1024,32,0.1573
FW_TILED,2048,32,1.0515
FW_TILED,4096,32,7.7645
FW_TILED,1024,64,0.1564
FW_TILED,2048,64,0.9473
FW_TILED,4096,64,6.0934
FW_TILED,1024,256,0.4993
FW_TILED,2048,256,1.6450
FW_TILED,4096,256,7.9416
FW_TILED,1024,16,0.1787
FW_TILED,2048,16,0.8259
FW_TILED,4096,16,7.3369
FW_TILED,1024,32,0.1505
FW_TILED,2048,32,0.8496
FW_TILED,4096,32,4.9040
FW_TILED,1024,64,0.1609
FW_TILED,2048,64,0.7570
FW_TILED,4096,64,3.8434
FW_TILED,1024,256,0.5579
FW_TILED,2048,256,1.6647
FW_TILED,4096,256,5.7934
FW_TILED,1024,16,0.1710
FW_TILED,2048,16,0.7574
FW_TILED,4096,16,5.4803
FW_TILED,1024,32,0.1516
FW_TILED,2048,32,0.5880
FW_TILED,4096,32,3.3302
FW_TILED,1024,64,0.1673
FW_TILED,2048,64,0.5576
FW_TILED,4096,64,2.8224
FW_TILED,1024,256,0.5856
FW_TILED,2048,256,1.7788
FW_TILED,4096,256,6.0490
FW_TILED,1024,16,0.2281
FW_TILED,2048,16,0.5656
FW_TILED,4096,16,3.6819
FW_TILED,1024,32,0.2531
FW_TILED,2048,32,0.6601
FW_TILED,4096,32,2.7798
FW_TILED,1024,64,0.1601
FW_TILED,2048,64,0.5858
FW_TILED,4096,64,2.4512
FW_TILED,1024,256,0.5621
FW_TILED,2048,256,1.6945
FW_TILED,4096,256,6.1185
